country,date,CountryCode,latitude,longitude,cumulative_total_cases,daily_new_cases,active_cases,cumulative_total_deaths,daily_new_deaths
Afghanistan,2020-12-13,AF,33.93911,67.709953,49273,321,8918,1971,11
Afghanistan,2020-12-14,AF,33.93911,67.709953,49484,211,9099,1975,4
Afghanistan,2020-12-15,AF,33.93911,67.709953,49703,219,9202,2001,26
Afghanistan,2020-12-16,AF,33.93911,67.709953,49970,267,9305,2017,16
Afghanistan,2020-12-17,AF,33.93911,67.709953,50202,232,9484,2032,15
Afghanistan,2020-12-18,AF,33.93911,67.709953,50445,243,9687,2037,5
Afghanistan,2020-12-19,AF,33.93911,67.709953,50536,91,9683,2054,17
Afghanistan,2020-12-20,AF,33.93911,67.709953,50677,141,9430,2089,35
Afghanistan,2020-12-21,AF,33.93911,67.709953,50888,211,9098,2089,0
Afghanistan,2020-12-22,AF,33.93911,67.709953,51089,201,9200,2105,16
Afghanistan,2020-12-23,AF,33.93911,67.709953,51357,268,9331,2126,21
Afghanistan,2020-12-24,AF,33.93911,67.709953,51595,238,8889,2135,9
Afghanistan,2020-12-25,AF,33.93911,67.709953,51764,169,8951,2148,13
Afghanistan,2020-12-26,AF,33.93911,67.709953,51844,80,8674,2158,10
Afghanistan,2020-12-27,AF,33.93911,67.709953,52007,163,8506,2170,12
Afghanistan,2020-12-28,AF,33.93911,67.709953,52147,140,8355,2182,12
Afghanistan,2020-12-29,AF,33.93911,67.709953,52330,183,8340,2189,7
Afghanistan,2020-12-30,AF,33.93911,67.709953,52330,0,8340,2189,0
Afghanistan,2020-12-31,AF,33.93911,67.709953,52513,183,8306,2201,12
Afghanistan,2021-01-01,AF,33.93911,67.709953,52586,73,8200,2211,10
Afghanistan,2021-01-02,AF,33.93911,67.709953,52709,123,8197,2221,10
Afghanistan,2021-01-03,AF,33.93911,67.709953,52909,200,8274,2230,9
Afghanistan,2021-01-04,AF,33.93911,67.709953,53011,102,8244,2237,7
Afghanistan,2021-01-05,AF,33.93911,67.709953,53105,94,8195,2244,7
Afghanistan,2021-01-06,AF,33.93911,67.709953,53207,102,8114,2253,9
Afghanistan,2021-01-07,AF,33.93911,67.709953,53332,125,7784,2257,4
Afghanistan,2021-01-08,AF,33.93911,67.709953,53400,68,7696,2264,7
Afghanistan,2021-01-09,AF,33.93911,67.709953,53489,89,7472,2277,13
Afghanistan,2021-01-10,AF,33.93911,67.709953,53522,33,7286,2288,11
Afghanistan,2021-01-11,AF,33.93911,67.709953,53584,62,7146,2301,13
Afghanistan,2021-01-12,AF,33.93911,67.709953,53690,106,6774,2308,7
Afghanistan,2021-01-13,AF,33.93911,67.709953,53774,84,6607,2317,9
Afghanistan,2021-01-14,AF,33.93911,67.709953,53831,57,6209,2324,7
Afghanistan,2021-01-15,AF,33.93911,67.709953,53938,107,6168,2336,12
Afghanistan,2021-01-16,AF,33.93911,67.709953,53984,46,6180,2339,3
Afghanistan,2021-01-17,AF,33.93911,67.709953,54062,78,5851,2343,4
Afghanistan,2021-01-18,AF,33.93911,67.709953,54141,79,5436,2346,3
Afghanistan,2021-01-19,AF,33.93911,67.709953,54278,137,5370,2354,8
Afghanistan,2021-01-20,AF,33.93911,67.709953,54403,125,5281,2363,9
Afghanistan,2021-01-21,AF,33.93911,67.709953,54483,80,5226,2370,7
Afghanistan,2021-01-22,AF,33.93911,67.709953,54559,76,5274,2373,3
Afghanistan,2021-01-23,AF,33.93911,67.709953,54595,36,5274,2378,5
Afghanistan,2021-01-24,AF,33.93911,67.709953,54672,77,4989,2385,7
Afghanistan,2021-01-25,AF,33.93911,67.709953,54750,78,4996,2389,4
Afghanistan,2021-01-26,AF,33.93911,67.709953,54854,104,5006,2389,0
Afghanistan,2021-01-27,AF,33.93911,67.709953,54891,37,4945,2397,8
Afghanistan,2021-01-28,AF,33.93911,67.709953,54939,48,4957,2399,2
Afghanistan,2021-01-29,AF,33.93911,67.709953,55008,69,5002,2400,1
Afghanistan,2021-01-30,AF,33.93911,67.709953,55023,15,5014,2400,0
Afghanistan,2021-01-31,AF,33.93911,67.709953,55059,36,4976,2404,4
Afghanistan,2021-02-01,AF,33.93911,67.709953,55121,62,4993,2405,1
Afghanistan,2021-02-02,AF,33.93911,67.709953,55174,53,4970,2406,1
Afghanistan,2021-02-03,AF,33.93911,67.709953,55231,57,4842,2407,1
Afghanistan,2021-02-04,AF,33.93911,67.709953,55265,34,4863,2407,0
Afghanistan,2021-02-05,AF,33.93911,67.709953,55330,65,4904,2408,1
Afghanistan,2021-02-06,AF,33.93911,67.709953,55335,5,4898,2410,2
Afghanistan,2021-02-07,AF,33.93911,67.709953,55359,24,4905,2413,3
Afghanistan,2021-02-08,AF,33.93911,67.709953,55386,27,4930,2414,1
Afghanistan,2021-02-09,AF,33.93911,67.709953,55402,16,4875,2418,4
Afghanistan,2021-02-10,AF,33.93911,67.709953,55420,18,4868,2419,1
Afghanistan,2021-02-11,AF,33.93911,67.709953,55445,25,4742,2424,5
Afghanistan,2021-02-12,AF,33.93911,67.709953,55473,28,4656,2427,3
Afghanistan,2021-02-13,AF,33.93911,67.709953,55492,19,4673,2427,0
Afghanistan,2021-02-14,AF,33.93911,67.709953,55514,22,4692,2427,0
Afghanistan,2021-02-15,AF,33.93911,67.709953,55518,4,4657,2428,1
Afghanistan,2021-02-16,AF,33.93911,67.709953,55540,22,4598,2428,0
Afghanistan,2021-02-17,AF,33.93911,67.709953,55557,17,4501,2430,2
Afghanistan,2021-02-18,AF,33.93911,67.709953,55575,18,4347,2430,0
Afghanistan,2021-02-19,AF,33.93911,67.709953,55580,5,4347,2430,0
Afghanistan,2021-02-20,AF,33.93911,67.709953,55604,24,4352,2432,2
Afghanistan,2021-02-21,AF,33.93911,67.709953,55617,13,4350,2433,1
Afghanistan,2021-02-22,AF,33.93911,67.709953,55646,29,4316,2435,2
Afghanistan,2021-02-23,AF,33.93911,67.709953,55664,18,4261,2436,1
Afghanistan,2021-02-24,AF,33.93911,67.709953,55680,16,4156,2438,2
Afghanistan,2021-02-25,AF,33.93911,67.709953,55696,16,3973,2442,4
Afghanistan,2021-02-26,AF,33.93911,67.709953,55707,11,3979,2443,1
Afghanistan,2021-02-27,AF,33.93911,67.709953,55714,7,3983,2443,0
Afghanistan,2021-02-28,AF,33.93911,67.709953,55733,19,3956,2444,1
Afghanistan,2021-03-01,AF,33.93911,67.709953,55759,26,3969,2446,2
Afghanistan,2021-03-02,AF,33.93911,67.709953,55770,11,3977,2446,0
Afghanistan,2021-03-03,AF,33.93911,67.709953,55797,27,3991,2447,1
Afghanistan,2021-03-04,AF,33.93911,67.709953,55840,43,4029,2449,2
Afghanistan,2021-03-05,AF,33.93911,67.709953,55840,0,4029,2449,0
Afghanistan,2021-03-06,AF,33.93911,67.709953,55847,7,4029,2449,0
Afghanistan,2021-03-07,AF,33.93911,67.709953,55854,7,4025,2451,2
Afghanistan,2021-03-08,AF,33.93911,67.709953,55868,14,4015,2451,0
Afghanistan,2021-03-09,AF,33.93911,67.709953,55894,26,4034,2451,0
Afghanistan,2021-03-10,AF,33.93911,67.709953,55901,7,3982,2451,0
Afghanistan,2021-03-11,AF,33.93911,67.709953,55940,39,4018,2454,3
Afghanistan,2021-03-12,AF,33.93911,67.709953,55957,17,4001,2457,3
Afghanistan,2021-03-13,AF,33.93911,67.709953,55959,2,4031,2457,0
Afghanistan,2021-03-14,AF,33.93911,67.709953,55972,13,4036,2459,2
Afghanistan,2021-03-15,AF,33.93911,67.709953,55995,23,4054,2460,1
Afghanistan,2021-03-16,AF,33.93911,67.709953,56016,21,4057,2460,0
Afghanistan,2021-03-17,AF,33.93911,67.709953,56044,28,4046,2462,2
Afghanistan,2021-03-18,AF,33.93911,67.709953,56069,25,3943,2462,0
Afghanistan,2021-03-19,AF,33.93911,67.709953,56093,24,3950,2462,0
Afghanistan,2021-03-20,AF,33.93911,67.709953,56103,10,3959,2463,1
Afghanistan,2021-03-21,AF,33.93911,67.709953,56153,50,3952,2464,1
Afghanistan,2021-03-22,AF,33.93911,67.709953,56177,24,3968,2466,2
Albania,2020-12-13,AL,41.153332,20.168331,48530,788,22707,1003,14
Albania,2020-12-14,AL,41.153332,20.168331,49191,661,22850,1016,13
Albania,2020-12-15,AL,41.153332,20.168331,50000,809,23096,1028,12
Albania,2020-12-16,AL,41.153332,20.168331,50637,637,23216,1040,12
Albania,2020-12-17,AL,41.153332,20.168331,51424,787,23471,1055,15
Albania,2020-12-18,AL,41.153332,20.168331,52004,580,23512,1066,11
Albania,2020-12-19,AL,41.153332,20.168331,52542,538,23637,1074,8
Albania,2020-12-20,AL,41.153332,20.168331,53003,461,23794,1088,14
Albania,2020-12-21,AL,41.153332,20.168331,53425,422,23575,1098,10
Albania,2020-12-22,AL,41.153332,20.168331,53814,389,23454,1111,13
Albania,2020-12-23,AL,41.153332,20.168331,54317,503,23401,1117,6
Albania,2020-12-24,AL,41.153332,20.168331,54827,510,23426,1125,8
Albania,2020-12-25,AL,41.153332,20.168331,55380,553,23456,1134,9
Albania,2020-12-26,AL,41.153332,20.168331,55755,375,23431,1143,9
Albania,2020-12-27,AL,41.153332,20.168331,56254,499,23536,1153,10
Albania,2020-12-28,AL,41.153332,20.168331,56572,318,23286,1164,11
Albania,2020-12-29,AL,41.153332,20.168331,57146,574,23276,1170,6
Albania,2020-12-30,AL,41.153332,20.168331,57727,581,23368,1174,4
Albania,2020-12-31,AL,41.153332,20.168331,58316,589,23501,1181,7
Albania,2021-01-01,AL,41.153332,20.168331,58723,407,23599,1186,5
Albania,2021-01-02,AL,41.153332,20.168331,58991,268,23448,1190,4
Albania,2021-01-03,AL,41.153332,20.168331,59438,447,23597,1193,3
Albania,2021-01-04,AL,41.153332,20.168331,59623,185,23428,1199,6
Albania,2021-01-05,AL,41.153332,20.168331,60283,660,23522,1210,11
Albania,2021-01-06,AL,41.153332,20.168331,61008,725,23689,1217,7
Albania,2021-01-07,AL,41.153332,20.168331,61705,697,23947,1223,6
Albania,2021-01-08,AL,41.153332,20.168331,62378,673,24177,1230,7
Albania,2021-01-09,AL,41.153332,20.168331,63033,655,24473,1233,3
Albania,2021-01-10,AL,41.153332,20.168331,63595,562,24706,1241,8
Albania,2021-01-11,AL,41.153332,20.168331,63971,376,24743,1247,6
Albania,2021-01-12,AL,41.153332,20.168331,64627,656,24954,1252,5
Albania,2021-01-13,AL,41.153332,20.168331,65334,707,25218,1256,4
Albania,2021-01-14,AL,41.153332,20.168331,65994,660,25487,1261,5
Albania,2021-01-15,AL,41.153332,20.168331,66635,641,25745,1265,4
Albania,2021-01-16,AL,41.153332,20.168331,67216,581,25856,1270,5
Albania,2021-01-17,AL,41.153332,20.168331,67690,474,25960,1277,7
Albania,2021-01-18,AL,41.153332,20.168331,67982,292,25831,1281,4
Albania,2021-01-19,AL,41.153332,20.168331,68568,586,25817,1287,6
Albania,2021-01-20,AL,41.153332,20.168331,69238,670,25978,1291,4
Albania,2021-01-21,AL,41.153332,20.168331,69916,678,26194,1296,5
Albania,2021-01-22,AL,41.153332,20.168331,70655,739,26457,1303,7
Albania,2021-01-23,AL,41.153332,20.168331,71441,786,26747,1310,7
Albania,2021-01-24,AL,41.153332,20.168331,72274,833,27069,1315,5
Albania,2021-01-25,AL,41.153332,20.168331,72812,538,27197,1324,9
Albania,2021-01-26,AL,41.153332,20.168331,73691,879,27479,1332,8
Albania,2021-01-27,AL,41.153332,20.168331,74567,876,27845,1339,7
Albania,2021-01-28,AL,41.153332,20.168331,75454,887,28198,1350,11
Albania,2021-01-29,AL,41.153332,20.168331,76350,896,28572,1358,8
Albania,2021-01-30,AL,41.153332,20.168331,77251,901,28955,1369,11
Albania,2021-01-31,AL,41.153332,20.168331,78127,876,29323,1380,11
Albania,2021-02-01,AL,41.153332,20.168331,78992,865,29677,1393,13
Albania,2021-02-02,AL,41.153332,20.168331,79934,942,30159,1398,5
Albania,2021-02-03,AL,41.153332,20.168331,80941,1007,30579,1404,6
Albania,2021-02-04,AL,41.153332,20.168331,81993,1052,31032,1418,14
Albania,2021-02-05,AL,41.153332,20.168331,83082,1089,31430,1433,15
Albania,2021-02-06,AL,41.153332,20.168331,84212,1130,31891,1446,13
Albania,2021-02-07,AL,41.153332,20.168331,85336,1124,32432,1460,14
Albania,2021-02-08,AL,41.153332,20.168331,86289,953,32689,1472,12
Albania,2021-02-09,AL,41.153332,20.168331,87528,1239,33107,1488,16
Albania,2021-02-10,AL,41.153332,20.168331,88671,1143,33552,1503,15
Albania,2021-02-11,AL,41.153332,20.168331,89776,1105,33897,1517,14
Albania,2021-02-12,AL,41.153332,20.168331,90835,1059,34061,1531,14
Albania,2021-02-13,AL,41.153332,20.168331,91987,1152,34461,1543,12
Albania,2021-02-14,AL,41.153332,20.168331,93075,1088,34756,1555,12
Albania,2021-02-15,AL,41.153332,20.168331,93850,775,34547,1567,12
Albania,2021-02-16,AL,41.153332,20.168331,94651,801,34275,1582,15
Albania,2021-02-17,AL,41.153332,20.168331,95726,1075,34442,1600,18
Albania,2021-02-18,AL,41.153332,20.168331,96838,1112,34546,1617,17
Albania,2021-02-19,AL,41.153332,20.168331,97909,1071,34668,1636,19
Albania,2021-02-20,AL,41.153332,20.168331,99062,1153,34876,1653,17
Albania,2021-02-21,AL,41.153332,20.168331,100246,1184,35251,1666,13
Albania,2021-02-22,AL,41.153332,20.168331,101285,1039,35286,1681,15
Albania,2021-02-23,AL,41.153332,20.168331,102306,1021,35207,1696,15
Albania,2021-02-24,AL,41.153332,20.168331,103327,1021,35303,1715,19
Albania,2021-02-25,AL,41.153332,20.168331,104313,986,35419,1736,21
Albania,2021-02-26,AL,41.153332,20.168331,105229,916,35466,1756,20
Albania,2021-02-27,AL,41.153332,20.168331,106215,986,35471,1775,19
Albania,2021-02-28,AL,41.153332,20.168331,107167,952,35598,1796,21
Albania,2021-03-01,AL,41.153332,20.168331,107931,764,35702,1816,20
Albania,2021-03-02,AL,41.153332,20.168331,108823,892,35815,1835,19
Albania,2021-03-03,AL,41.153332,20.168331,109674,851,35742,1856,21
Albania,2021-03-04,AL,41.153332,20.168331,110521,847,35792,1876,20
Albania,2021-03-05,AL,41.153332,20.168331,111301,780,35794,1897,21
Albania,2021-03-06,AL,41.153332,20.168331,112078,777,35808,1918,21
Albania,2021-03-07,AL,41.153332,20.168331,112897,819,35768,1939,21
Albania,2021-03-08,AL,41.153332,20.168331,113580,683,35737,1956,17
Albania,2021-03-09,AL,41.153332,20.168331,114209,629,35456,1969,13
Albania,2021-03-10,AL,41.153332,20.168331,114840,631,35356,1986,17
Albania,2021-03-11,AL,41.153332,20.168331,115442,602,35181,2002,16
Albania,2021-03-12,AL,41.153332,20.168331,116123,681,34974,2018,16
Albania,2021-03-13,AL,41.153332,20.168331,116821,698,34970,2030,12
Albania,2021-03-14,AL,41.153332,20.168331,117474,653,34946,2045,15
Albania,2021-03-15,AL,41.153332,20.168331,118017,543,34896,2060,15
Albania,2021-03-16,AL,41.153332,20.168331,118492,475,34605,2077,17
Albania,2021-03-17,AL,41.153332,20.168331,118938,446,34292,2092,15
Albania,2021-03-18,AL,41.153332,20.168331,119528,590,34158,2106,14
Albania,2021-03-19,AL,41.153332,20.168331,120022,494,33946,2122,16
Albania,2021-03-20,AL,41.153332,20.168331,120541,519,33783,2133,11
Albania,2021-03-21,AL,41.153332,20.168331,121200,659,33916,2137,4
Albania,2021-03-22,AL,41.153332,20.168331,121544,344,33553,2145,8
Algeria,2020-12-13,DZ,28.033886,1.659626,92102,464,29049,2596,12
Algeria,2020-12-14,DZ,28.033886,1.659626,92597,495,29100,2609,13
Algeria,2020-12-15,DZ,28.033886,1.659626,93065,468,29135,2623,14
Algeria,2020-12-16,DZ,28.033886,1.659626,93507,442,29176,2631,8
Algeria,2020-12-17,DZ,28.033886,1.659626,93933,426,29204,2640,9
Algeria,2020-12-18,DZ,28.033886,1.659626,94371,438,29237,2647,7
Algeria,2020-12-19,DZ,28.033886,1.659626,94781,410,29253,2659,12
Algeria,2020-12-20,DZ,28.033886,1.659626,95203,422,29277,2666,7
Algeria,2020-12-21,DZ,28.033886,1.659626,95659,456,29340,2675,9
Algeria,2020-12-22,DZ,28.033886,1.659626,96069,410,29362,2687,12
Algeria,2020-12-23,DZ,28.033886,1.659626,96549,480,29452,2696,9
Algeria,2020-12-24,DZ,28.033886,1.659626,97007,458,29525,2705,9
Algeria,2020-12-25,DZ,28.033886,1.659626,97441,434,29581,2716,11
Algeria,2020-12-26,DZ,28.033886,1.659626,97857,416,29630,2722,6
Algeria,2020-12-27,DZ,28.033886,1.659626,98249,392,29659,2728,6
Algeria,2020-12-28,DZ,28.033886,1.659626,98631,382,29680,2737,9
Algeria,2020-12-29,DZ,28.033886,1.659626,98988,357,29693,2745,8
Algeria,2020-12-30,DZ,28.033886,1.659626,99311,323,29705,2751,6
Algeria,2020-12-31,DZ,28.033886,1.659626,99610,299,29727,2756,5
Algeria,2021-01-01,DZ,28.033886,1.659626,99897,287,29740,2762,6
Algeria,2021-01-02,DZ,28.033886,1.659626,100159,262,29779,2769,7
Algeria,2021-01-03,DZ,28.033886,1.659626,100408,249,29828,2772,3
Algeria,2021-01-04,DZ,28.033886,1.659626,100645,237,29869,2777,5
Algeria,2021-01-05,DZ,28.033886,1.659626,100873,228,29906,2782,5
Algeria,2021-01-06,DZ,28.033886,1.659626,101120,247,29951,2786,4
Algeria,2021-01-07,DZ,28.033886,1.659626,101382,262,30001,2792,6
Algeria,2021-01-08,DZ,28.033886,1.659626,101657,275,30057,2798,6
Algeria,2021-01-09,DZ,28.033886,1.659626,101913,256,30099,2803,5
Algeria,2021-01-10,DZ,28.033886,1.659626,102144,231,30125,2807,4
Algeria,2021-01-11,DZ,28.033886,1.659626,102369,225,30154,2812,5
Algeria,2021-01-12,DZ,28.033886,1.659626,102641,272,30217,2816,4
Algeria,2021-01-13,DZ,28.033886,1.659626,102860,219,30250,2819,3
Algeria,2021-01-14,DZ,28.033886,1.659626,103127,267,30313,2822,3
Algeria,2021-01-15,DZ,28.033886,1.659626,103381,254,30366,2827,5
Algeria,2021-01-16,DZ,28.033886,1.659626,103611,230,30407,2831,4
Algeria,2021-01-17,DZ,28.033886,1.659626,103833,222,30443,2836,5
Algeria,2021-01-18,DZ,28.033886,1.659626,104092,259,30505,2840,4
Algeria,2021-01-19,DZ,28.033886,1.659626,104341,249,30565,2843,3
Algeria,2021-01-20,DZ,28.033886,1.659626,104606,265,30630,2849,6
Algeria,2021-01-21,DZ,28.033886,1.659626,104852,246,30656,2853,4
Algeria,2021-01-22,DZ,28.033886,1.659626,105124,272,30716,2856,3
Algeria,2021-01-23,DZ,28.033886,1.659626,105369,245,30753,2861,5
Algeria,2021-01-24,DZ,28.033886,1.659626,105596,227,30788,2863,2
Algeria,2021-01-25,DZ,28.033886,1.659626,105854,258,30845,2866,3
Algeria,2021-01-26,DZ,28.033886,1.659626,106097,243,30890,2871,5
Algeria,2021-01-27,DZ,28.033886,1.659626,106359,262,30944,2877,6
Algeria,2021-01-28,DZ,28.033886,1.659626,106610,251,30984,2881,4
Algeria,2021-01-29,DZ,28.033886,1.659626,106887,277,31047,2884,3
Algeria,2021-01-30,DZ,28.033886,1.659626,107122,235,31082,2888,4
Algeria,2021-01-31,DZ,28.033886,1.659626,107339,217,31104,2891,3
Algeria,2021-02-01,DZ,28.033886,1.659626,107578,239,31154,2894,3
Algeria,2021-02-02,DZ,28.033886,1.659626,107841,263,31211,2898,4
Algeria,2021-02-03,DZ,28.033886,1.659626,108116,275,31276,2900,2
Algeria,2021-02-04,DZ,28.033886,1.659626,108381,265,31341,2904,4
Algeria,2021-02-05,DZ,28.033886,1.659626,108629,248,31390,2909,5
Algeria,2021-02-06,DZ,28.033886,1.659626,108852,223,31433,2911,2
Algeria,2021-02-07,DZ,28.033886,1.659626,109088,236,31482,2914,3
Algeria,2021-02-08,DZ,28.033886,1.659626,109313,225,31524,2918,4
Algeria,2021-02-09,DZ,28.033886,1.659626,109559,246,31578,2924,6
Algeria,2021-02-10,DZ,28.033886,1.659626,109782,223,31613,2926,2
Algeria,2021-02-11,DZ,28.033886,1.659626,110049,267,31683,2930,4
Algeria,2021-02-12,DZ,28.033886,1.659626,110303,254,31743,2932,2
Algeria,2021-02-13,DZ,28.033886,1.659626,110513,210,31762,2935,3
Algeria,2021-02-14,DZ,28.033886,1.659626,110711,198,31773,2939,4
Algeria,2021-02-15,DZ,28.033886,1.659626,110894,183,31783,2943,4
Algeria,2021-02-16,DZ,28.033886,1.659626,111069,175,31794,2945,2
Algeria,2021-02-17,DZ,28.033886,1.659626,111247,178,31811,2947,2
Algeria,2021-02-18,DZ,28.033886,1.659626,111418,171,31828,2950,3
Algeria,2021-02-19,DZ,28.033886,1.659626,111600,182,31849,2954,4
Algeria,2021-02-20,DZ,28.033886,1.659626,111764,164,31866,2958,4
Algeria,2021-02-21,DZ,28.033886,1.659626,111917,153,31880,2961,3
Algeria,2021-02-22,DZ,28.033886,1.659626,112094,177,31905,2964,3
Algeria,2021-02-23,DZ,28.033886,1.659626,112279,185,31930,2967,3
Algeria,2021-02-24,DZ,28.033886,1.659626,112461,182,31954,2970,3
Algeria,2021-02-25,DZ,28.033886,1.659626,112622,161,31966,2973,3
Algeria,2021-02-26,DZ,28.033886,1.659626,112805,183,31986,2977,4
Algeria,2021-02-27,DZ,28.033886,1.659626,112960,155,32005,2979,2
Algeria,2021-02-28,DZ,28.033886,1.659626,113092,132,32011,2983,4
Algeria,2021-03-01,DZ,28.033886,1.659626,113255,163,32034,2987,4
Algeria,2021-03-02,DZ,28.033886,1.659626,113430,175,32062,2991,4
Algeria,2021-03-03,DZ,28.033886,1.659626,113593,163,32073,2996,5
Algeria,2021-03-04,DZ,28.033886,1.659626,113761,168,32087,3002,6
Algeria,2021-03-05,DZ,28.033886,1.659626,113948,187,32117,3007,5
Algeria,2021-03-06,DZ,28.033886,1.659626,114104,156,32148,3010,3
Algeria,2021-03-07,DZ,28.033886,1.659626,114234,130,32157,3013,3
Algeria,2021-03-08,DZ,28.033886,1.659626,114382,148,32177,3018,5
Algeria,2021-03-09,DZ,28.033886,1.659626,114543,161,32202,3022,4
Algeria,2021-03-10,DZ,28.033886,1.659626,114681,138,32227,3026,4
Algeria,2021-03-11,DZ,28.033886,1.659626,114851,170,32267,3028,2
Algeria,2021-03-12,DZ,28.033886,1.659626,115008,157,32305,3031,3
Algeria,2021-03-13,DZ,28.033886,1.659626,115143,135,32326,3034,3
Algeria,2021-03-14,DZ,28.033886,1.659626,115265,122,32342,3036,2
Algeria,2021-03-15,DZ,28.033886,1.659626,115410,145,32376,3040,4
Algeria,2021-03-16,DZ,28.033886,1.659626,115540,130,32392,3045,5
Algeria,2021-03-17,DZ,28.033886,1.659626,115688,148,32421,3048,3
Algeria,2021-03-18,DZ,28.033886,1.659626,115842,154,32444,3051,3
Algeria,2021-03-19,DZ,28.033886,1.659626,115970,128,32462,3053,2
Algeria,2021-03-20,DZ,28.033886,1.659626,116066,96,32445,3055,2
Algeria,2021-03-21,DZ,28.033886,1.659626,116157,91,32441,3057,2
Algeria,2021-03-22,DZ,28.033886,1.659626,116255,98,32307,3061,4
Andorra,2020-12-13,AD,42.546245,1.601554,7338,50,630,79,1
Andorra,2020-12-14,AD,42.546245,1.601554,7382,44,597,79,0
Andorra,2020-12-15,AD,42.546245,1.601554,7382,0,597,79,0
Andorra,2020-12-16,AD,42.546245,1.601554,7446,64,548,79,0
Andorra,2020-12-17,AD,42.546245,1.601554,7466,20,512,79,0
Andorra,2020-12-18,AD,42.546245,1.601554,7519,53,520,80,1
Andorra,2020-12-19,AD,42.546245,1.601554,7560,41,517,80,0
Andorra,2020-12-20,AD,42.546245,1.601554,7577,17,499,81,1
Andorra,2020-12-21,AD,42.546245,1.601554,7602,25,493,81,0
Andorra,2020-12-22,AD,42.546245,1.601554,7633,31,478,82,1
Andorra,2020-12-23,AD,42.546245,1.601554,7669,36,481,82,0
Andorra,2020-12-24,AD,42.546245,1.601554,7699,30,445,83,1
Andorra,2020-12-25,AD,42.546245,1.601554,7756,57,470,83,0
Andorra,2020-12-26,AD,42.546245,1.601554,7806,50,471,83,0
Andorra,2020-12-27,AD,42.546245,1.601554,7821,15,450,83,0
Andorra,2020-12-28,AD,42.546245,1.601554,7875,54,474,83,0
Andorra,2020-12-29,AD,42.546245,1.601554,7919,44,475,84,1
Andorra,2020-12-30,AD,42.546245,1.601554,7983,64,515,84,0
Andorra,2020-12-31,AD,42.546245,1.601554,8049,66,533,84,0
Andorra,2021-01-01,AD,42.546245,1.601554,8117,68,570,84,0
Andorra,2021-01-02,AD,42.546245,1.601554,8166,49,619,84,0
Andorra,2021-01-03,AD,42.546245,1.601554,8192,26,591,84,0
Andorra,2021-01-04,AD,42.546245,1.601554,8249,57,617,84,0
Andorra,2021-01-05,AD,42.546245,1.601554,8308,59,639,84,0
Andorra,2021-01-06,AD,42.546245,1.601554,8348,40,649,84,0
Andorra,2021-01-07,AD,42.546245,1.601554,8348,0,649,84,0
Andorra,2021-01-08,AD,42.546245,1.601554,8489,141,681,84,0
Andorra,2021-01-09,AD,42.546245,1.601554,8586,97,777,85,1
Andorra,2021-01-10,AD,42.546245,1.601554,8586,0,777,85,0
Andorra,2021-01-11,AD,42.546245,1.601554,8586,0,777,85,0
Andorra,2021-01-12,AD,42.546245,1.601554,8682,96,666,86,1
Andorra,2021-01-13,AD,42.546245,1.601554,8818,136,661,87,1
Andorra,2021-01-14,AD,42.546245,1.601554,8868,50,689,88,1
Andorra,2021-01-15,AD,42.546245,1.601554,8946,78,742,88,0
Andorra,2021-01-16,AD,42.546245,1.601554,9038,92,831,91,3
Andorra,2021-01-17,AD,42.546245,1.601554,9083,45,838,91,0
Andorra,2021-01-18,AD,42.546245,1.601554,9083,0,838,91,0
Andorra,2021-01-19,AD,42.546245,1.601554,9194,111,753,92,1
Andorra,2021-01-20,AD,42.546245,1.601554,9308,114,817,92,0
Andorra,2021-01-21,AD,42.546245,1.601554,9379,71,812,93,1
Andorra,2021-01-22,AD,42.546245,1.601554,9416,37,786,93,0
Andorra,2021-01-23,AD,42.546245,1.601554,9499,83,815,96,3
Andorra,2021-01-24,AD,42.546245,1.601554,9549,50,801,96,0
Andorra,2021-01-25,AD,42.546245,1.601554,9596,47,775,97,1
Andorra,2021-01-26,AD,42.546245,1.601554,9638,42,767,97,0
Andorra,2021-01-27,AD,42.546245,1.601554,9716,78,767,98,1
Andorra,2021-01-28,AD,42.546245,1.601554,9779,63,737,100,2
Andorra,2021-01-29,AD,42.546245,1.601554,9837,58,751,100,0
Andorra,2021-01-30,AD,42.546245,1.601554,9885,48,739,101,1
Andorra,2021-01-31,AD,42.546245,1.601554,9937,52,743,101,0
Andorra,2021-02-01,AD,42.546245,1.601554,9972,35,665,101,0
Andorra,2021-02-02,AD,42.546245,1.601554,10017,45,663,102,1
Andorra,2021-02-03,AD,42.546245,1.601554,10070,53,654,103,1
Andorra,2021-02-04,AD,42.546245,1.601554,10137,67,639,103,0
Andorra,2021-02-05,AD,42.546245,1.601554,10172,35,624,104,1
Andorra,2021-02-06,AD,42.546245,1.601554,10206,34,609,105,1
Andorra,2021-02-07,AD,42.546245,1.601554,10251,45,612,106,1
Andorra,2021-02-08,AD,42.546245,1.601554,10275,24,559,106,0
Andorra,2021-02-09,AD,42.546245,1.601554,10312,37,532,106,0
Andorra,2021-02-10,AD,42.546245,1.601554,10352,40,514,106,0
Andorra,2021-02-11,AD,42.546245,1.601554,10391,39,504,106,0
Andorra,2021-02-12,AD,42.546245,1.601554,10427,36,488,106,0
Andorra,2021-02-13,AD,42.546245,1.601554,10463,36,488,107,1
Andorra,2021-02-14,AD,42.546245,1.601554,10503,40,485,107,0
